,tweet,label
3085,also see thread harvard epidemiologist michaelmina lab much uncertainty,real
3086,covid 19 virus killed temperature 30 35 degrees therefore drink hot water go sun long time,fake
3087,america vaccinating cattle coronavirus years yet news tells new gunna kill go buy mask,fake
3088,n95 masks provide best protection smoke damage airways heart wildfires,real
3089,president trump says never ever get coronavirus donaldtrump coronavirus foxnews seanhannity,fake
3090,president donald trump tweeted ordered treasury secretary send checks americans first however go social media history last 4 years search post notmypresident think offending check president maga,fake
3091,india registers yet another single day record 45000 new infections taking country confirmed case tally 12 3 lakh official residence tamil nadu governor 84 security fire services personnel test positive covid 19 covid 19 coronavirusfacts,fake
3092,indiafightscorona india overtakes usa becomes 1 terms global covid19 recoveries total recoveries cross 42 lakh pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts covidnewsbymib covidindiaseva icmrdelhi,real
3093,dr uma kumar aiims gave interview coronavirus,fake
3094,president ghana revealed coronavirus created laboratory,fake
3095,supposed cure pandemic combination lemon water bicarbonate baking soda,fake
3096,muslim man caught spreading coronavirus beaten man caught spitting fruits,fake
3097,voice recording whatsapp claims 900 deaths day peak new coronavirus outbreak one third children underlying health conditions ambulances sent people struggling breathe ice rinks used mor,fake
3098,note previous tweet stated facebook post victorian coronavirus numbers posted one nation leader pauline hanson fact posted victorian branch pauline hanson one nation party,fake
3099,rt pib india first time first lockdown march 25 fatality rate lowest e 2 10 fatality rate,real
3100,6 potential covid treatments identified ai,real
3101,daily update published tracked 3 4 million tests 158k yesterday april average note track tests state reports states report tests see,real
3102,breakdown cases states real time please see currently lagos 29 fct 8 ogun 3 ekiti 1 oyo 1 edo 1 bauchi 1 total 44 confirmed cases covid19nigeria,real
3103,indiafightscorona india witnesses unprecedented surge testing 1170000 tests done last 24 hours pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts covidnewsbymib covidindiaseva icmrdelhi,real
3104,lockdown 2020 survival juice get mug andgt andgt andgt,fake
3105,africans take chloroquine antimalarial prophylactic works covid dozen doctors appeared video twitter wanted public know believed hydroxydhloroquine covid treatment twitter censored video maddow msm andamp,fake
3106,herd immunity strategy unethical unlikely successful uk warn scientists long covid sufferers call recognition,fake
3107,scripps urgent care san diego lockdown two people new coronavirus isolated,fake
3108,case coronavirus argentine province santiago del estero confirmed,fake
3109,coronavirusupdates indiafightscorona india records highest ever single day covid19 recoveries 51706 taking total recoveries 1282215 63 8 increase observed recovered cases last 14 days,real
3110,video black bucks crossing road kaziranga national park amid covid 19 lockdown,fake
3111,projectlincoln johnpavlovitz well think climate change still counts 1 worst federal response national emergency nation history pandemic response surely inept irresponsible tragic,fake
3112,coronavirusupdates indiafightscorona 2 68 crore samples tested today covid19 tests per million tpm jumps 19453,real
3113,cdc network tracks covid19 hospitalization rates shows overall hospitalization rate increasing w rates increasing w age rates ppl 65 highest 39 per 100000 people ppl 65 take special precautions prevent covid 19,real
3114,claim india began screening passengers covid19 affected countries single case pm modi fact govt mandated universal screening international flights march 4 27 cases detected across 5 indian states,fake
3115,success covax facility hinges countries signing also filling key funding gaps research development work support lower income economies within facility drtedros covid19,real
3116,dcgi gives nod bharat biotech conduct phase andamp ii human clinical trials develop indigenous vaccine covid 19,real
3117,breaking trump announced u officially leaving world health organization middle pandemic currently coordinating international vaccine drug trials fight covid19 coronavirus coronavirusupdate,fake
3118,head nhs test trace dido harding says seen doubling number children 17 tested coronavirus since schools returned insists planned sizable increase testing capacity live updates,real
3119,bandhugan using panchagavya based nasal spray corona outbreak since anti viral forms layer around mucus membrane logically reduce chance infection also helped feel energetic,fake
3120,566 new cases covid19nigeria lagos 166 oyo 66 delta 53 ebonyi 43 plateau 34 ondo 32 fct 26 ogun 25 edo 24 imo 15 bayelsa 13 benue 12 gombe 11 kano 11 kaduna 11 osun 8 nasarawa 7 borno 5 katsina 2 anambra 2 25133 confirmed 9402 discharged 573 deaths,real
3121,coronavirus dies 26 27 degrees temperature according unicef,fake
3122,glenmark fabiflu favipiravir yields positive data phase iii covid 19 trial broad spectrum antiviral medication known selectively block rna dependent rna polymerase rdrp sars cov 2 viral replication phase 3600mg day 1 1600mg 14 days,fake
3123,rt surgeon general icymi new cdcmmwr shows actions helped prevent covid19 outbreaks 4 overnight camps maine summer,real
3124,hhs distribute 4 billion covid hot spots 340 million already paid,real
3125,guam reported 105 new cases today highest single day number far territory also reporting testing issues dphss reaching storage capacity specimens dphss said delay test results,real
3126,coronavirus grandparents exempt local lockdown rules childcare reasons,real
3127,indiafightscorona coronavirusupdate india sees unprecedented surge covid19 recoveries nearly 75000 recoveries last 24 hours total number recovered cases nearly 34 lakh,real
3128,whole floor main peruvian hospital infected covid 19 decided close place,fake
3129,news stay alert sort means kind lockdown ish much clarifies government,fake
